Department,DepartmentCleaned
"Parks, Recreation, & Leisure Studies (PRLS)","parks, recreation, & leisure studies (prls)"
Instructional Technology (EDIT),instructional technology (edit)
IB3,ib3
Socio,socio
Public and International Affairs,public and international affairs
International Commerce & Policy (ITRN),international commerce & policy (itrn)
Computational Sciences and Informatics,computational sciences and informatics
Electrical & Computer Engineering (ECE),electrical & computer engineering (ece)
"Exercise, Fitness, and Health Promotion (EFHP)","exercise, fitness, and health promotion (efhp)"
Executive MBA (EMBA),executive mba (emba)
School of Art,school art
University (NCLC),university (nclc)
Foreign Languages (FRLN),foreign languages (frln)
Graduate Cat,graduate cat
Undergraduate Cata,undergraduate cata
IT and Engineering,it and engineering
Community College Education,community college education
Taxation Courses (TAX),taxation courses (tax)
Geographic and Cartographic Sciences,geographic and cartographic sciences
Graduate Catal,graduate catal
Education Research Courses (EDRS),education research courses (edrs)
LRNG,lrng
Centers and Institutes,centers and institutes
Conflict Analysis and Resolution,conflict analysis and resolution
Graduate Nursing,graduate nursing
Software Systems,software systems
Marketing Courses (MKTG),marketing courses (mktg)
GECA,geca
COMC,comc
EDCC,edcc
Computer Science (CS),computer science (cs)
Government and Politics (GOVT),government and politics (govt)
PAGE,page
"Parks, Recreation, and Leisure Studies (PRLS)","parks, recreation, and leisure studies (prls)"
Theatre (THR),theatre (thr)
Elementary/Secondary (EDCI),elementary/secondary (edci)
SOB,sob
University C,university c
HSCI/NURS,hsci/nurs
Counseling and Development,counseling and development
Molecular Biosciences and Biotechnology,molecular biosciences and biotechnology
ADJ,adj
FISHERIES AND WILDLIFE,fisheries and wildlife
Telecommunications Program,telecommunications program
Elementary/Secondary Education,elementary/secondary education
Graduate Business Institute,graduate business institute
EDAS,edas
Graduate Ca,graduate ca
Forestry and Wildlife Conservation,forestry and wildlife conservation
Pharm D,pharm d
Honors Program in General Education,honors program in general education
DM,dm
EP,ep
Design Courses,design courses
economics,economics
history,history
Department of History,history
Margaret Morrison Division,margaret morrison division
SCHOOL OF LIFE INSURANCE SALESMANSHIP,school life insurance salesmanship
MSSS (Manual of Secretarial Studies),msss (manual secretarial studies)
A (CFA),a (cfa)
Language (German),language (german)
M-4,m-4
Library Administration,library administration
C-8,c-8
INDUSTRIAL ECONOMICS,industrial economics
Division of Cooperative Research,cooperative research
I-E,i-e
Research Bureau for Retail Training,research bureau for retail training
METALLURGICAL STAFF,metallurgical staff
Night School of Applied Science,night school applied science
E-Dept,e-dept
Department of Metallurgical Engineering,metallurgical engineering
Department of Physics,physics
Library Studies,library studies
DEPARTMENT OF INDUSTRIAL MANAGEMENT,industrial management
PAINTING,painting
Humanities and Natural Sciences,humanities and natural sciences
NATURAL SCIENCES,natural sciences
PAINTING AND SCULPTURE,painting and sculpture
BUSINESS AND RESOURCE MANAGEMENT,business and resource management
Department of Civil Engineering,civil engineering
Painting and Decoration,painting and decoration
Hist. Ed.,hist. ed.
Voc. Ed.,voc. ed.
PAINTING & DESIGN,painting & design
Computer and Information Technology,computer and information technology
Military Sciences - Army ROTC,military sciences - army rotc
Engineering and Science,engineering and science
I-Industrial,i-industrial
Divisions of Industries,divisions industries
Secretarial Staff,secretarial staff
IET,iet
RESEARCH BUREAU FOR RETAIL TRAINING,research bureau for retail training
P-206,p-206
BUILDING ERECTION AND ESTIMATING,building erection and estimating
ARTS AND CRAFTS,arts and crafts
Printers' Courses,printers' courses
HISTORY AND ECONOMICS,history and economics
Advanced Gender Studies,advanced gender studies
IS/CD,is/cd
Mellon College of Science,mellon college science
Conflict Analysis (CONF),conflict analysis (conf)
Dance (DANC),dance (danc)
UC,uc
Public Policy (PUBP),public policy (pubp)
Ca,ca
ARC,arc
NURS/HSCI,nurs/hsci
Mechanical and Aerospace,mechanical and aerospace
Theater (THR),theater (thr)
Conf,conf
BIC,bic
Software Systems Engineering,software systems engineering
Conflict Analysis and Resolution (CONF),conflict analysis and resolution (conf)
n University,n university
Public Administration (PUAD),public administration (puad)
Graduate Catalo,graduate catalo
Health Science (HSCI),health science (hsci)
12-600,12-600
DEPARTMENT OF ARCHITECTURE,architecture
E- Accounting,e- accounting
E (Metallurgical Engineering),e (metallurgical engineering)
Heinz School,heinz school
LA-AS,la-as
TWC,twc
"BRICKLAYING, CONCRETE AND MASONRY","bricklaying, concrete and masonry"
Practical Chemistry,practical chemistry
Division of Science and Engineering,science and engineering
S-Engineering,s-engineering
Division of Industries,industries
Telephony,telephony
Building Trades,building trades
math,mathematics
ENGISTSH,engistsh
EDUCATION AND PSYCHOLOGY,education and psychology
GG,gg
MINERAL TECHNOLOGY,mineral technology
Anatomy and Physiology,anatomy and physiology
Decorative Art,decorative art
ENGINEERING: ELECTRICAL,engineering: electrical
ENGINEERING: MINERAL TECHNOLOGY,engineering: mineral technology
DECORATIVE ART,decorative art
Drama and Theatre,drama and theatre
Engineering: Mineral Technology,engineering: mineral technology
NEAR EASTERN LANGU,near eastern langu
Science and Mineral Engineering / MSE,science and mineral engineering / mse
Chemical and Nuclear Science and Technology,chemical and nuclear science and technology
Ld Arch,ld arch
Electrical En,electrical en
Chicano and Latino Studies,chicano and latino studies
"Agricultural, Food, and Resource Economics","agricultural, food, and resource economics"
Naval Architecture and Marine Eng.,naval architecture and marine eng.
Deakin,deakin
Molecular Plant Biology,molecular plant biology
"Police, Law, and Society","police, law, and society"
Inc,inc
G. Honors and Special Studies,g. honors and special studies
American Psychology,american psychology
Linguistic Theory,linguistic theory
FND,fnd
Woods,woods
Visual Sciences,visual sciences
L & S: German,l & s: german
L & S: History,l & s: history
L & S: Spanish and Portuguese,l & s: spanish and portuguese
L & S,l & s
ENGINEÈRING,engineèring
L & S: Psychology,l & s: psychology
Mining and Metallurgical Engineering,mining and metallurgical engineering
PubPol,pubpol
L & S: Mathematics,l & s: mathematics
L & S: Oriental Languages,l & s: oriental languages
Industrial Engineering and Operations,industrial engineering and operations
EA,ea
Civil and Environmental Engineerir,civil and environmental engineerir
L & S: Comparative Literature,l & s: comparative literature
L & S: Economics,l & s: economics
ENVIRONMENTAL DESIGN: City and Regional Planning,environmental design: city and regional planning
"Science, Policy, and Management / 265","science, policy, and management / 265"
L & S: Political Science,l & s: political science
G: Electrical Engineering and Computer Sciences,g: electrical engineering and computer sciences
L & S: Linguistics,l & s: linguistics
L & S: Afro-American Studies,l & s: afro-american studies
L& S,l& s
L & S: Italian,l & s: italian
L & S: English,l & s: english
L & S: Geography,l & s: geography
L & S: Classics,l & s: classics
L & S: Sociology,l & s: sociology
L & S: Slavic Languages and Literatures,l & s: slavic languages and literatures
L & S: Zoology,l & s: zoology
L & S: Near Eastern Studies,l & s: near eastern studies
L & S: Physiology-Anatomy,l & s: physiology-anatomy
L & S: Anthropology,l & s: anthropology
Library Information Studies,library information studies
L & S: Biology,l & s: biology
Landscape Architecture and Enviro,landscape architecture and enviro
Landscape Archite,landscape archite
Information / 305,information / 305
African/diaspora and Ethnic Studies,african/diaspora and ethnic studies
Imm,imm
Division of Genetics and Development,genetics and development
PUB AFF,pub aff
Sociology and Demography,sociology and demography
Military Officers' Education Program,military officers' education program
BIOCHEMISTRY; BIOLOGY,biochemistry; biology
ENGINEERING: ELEC,engineering: elec
FSC,fsc
AERONAUTICAL SC,aeronautical sc
"Soil Science, Plant Physiology, and related subjects","soil science, plant physiology, and related subjects"
ICE,ice
"Electrical, and Computer Sciences","electrical, and computer sciences"
Rhetoric and Literary Forms,rhetoric and literary forms
Engineering: Mechanical Engineering,engineering: mechanical engineering
Graduate Reading,graduate reading
L & S: South and Southeast Asian Studies,l & s: south and southeast asian studies
L & S: Astronomy,l & s: astronomy
L & S: Music,l & s: music
L & S: Biophysics and Medical Physics,l & s: biophysics and medical physics
SCHOOL OF LIBRARY AND INFORMATION S,school library and information s
NAT,nat
Grad Immunology,grad immunology
L & S: Scandinavian,l & s: scandinavian
Ecol,ecol
L Studies,l studies
SocWelf,socwelf
I Planning,i planning
OL,ol
LANDS,lands
L & S: Rhetoric,l & s: rhetoric
L & S: Romance Philology,l & s: romance philology
L & S: Paleontology,l & s: paleontology
D-Design Theories and Methods,d-design theories and methods
"Electrical, and Engineering","electrical, and engineering"
ARCHI,archi
D-Design,d-design
CIVIL / 205,civil / 205
E AND MATHEMATICS EDUCATION,e and mathematics education
GEOGI,geogi
COMPUTER SCIENCES; INDUSTRIAL,computer sciences; industrial
Study Area E-Social and Economic Factors in Architectural and Urban Design,study area e-social and economic factors in architectural and urban design
Educational Policy Formation,educational policy formation
PHYSIOLOGICAL OPTICS,physiological optics
"FRICAL, AND COMPUTER SCIENCES","frical, and computer sciences"
Mechanical Engineering: Applied Mechanics,mechanical engineering: applied mechanics
ANICAL; AERONAUTICAL SCIENCES,anical; aeronautical sciences
Machine Elements,machine elements
INDUSTRIAL,industrial
IC LANGUAGES AND LITERATURES,ic languages and literatures
Crs,crs
Phology,phology
Physical Education and Sport,physical education and sport
L & S: French,l & s: french
AEOL,aeol
L & S: Statistics,l & s: statistics
PROFESSIONAL COURSES,professional courses
NATURAL RESOURCES: Plant Pathology,natural resources: plant pathology
Urban and Environmental Planning,urban and environmental planning
Linguistics / 163,linguistics / 163
SCIENC,scienc
ENVIF,envif
ENGINEERIN,engineerin
nputer Sciences,nputer sciences
HLL,hll
Medieval Lit,medieval lit
Black American Studies,black american studies
"ENGINEERING: MINERAL TECHNOLOGY, NAVAL ARCHITECTURE","engineering: mineral technology, naval architecture"
School of Library,school library
PolSci,polsci
Psycholo,psycholo
Art and History of AI,art and history ai
PubAdmin,pubadmin
Landsc Architecture,landsc architecture
L & S: Geology and Geophysics,l & s: geology and geophysics
NEAR E,near e
L & S: Comparative Literature / 139,l & s: comparative literature / 139
L & S: Portuguese,l & s: portuguese
Range and Wildlife Management,range and wildlife management
SCHOOL OF LIBRARY AND INFORMATION ST,school library and information st
Pop. Studies,pop. studies
L & S: History of Art,l & s: history art
Landsc Architecture & Environ Plng,landsc architecture & environ plng
E Engineering,e engineering
DCRP,dcrp
CIAL,cial
Slavic Languages and Literatures / L & S,slavic languages and literatures / l & s
Biomedical and Environmental Health Scienc,biomedical and environmental health scienc
Courses in Literature,courses in literature
Dittmer Area Studies,dittmer area studies
Food and Nutritional Sciences,food and nutritional sciences
School of Social Welfare,school social welfare
Studio-Laboratory,studio-laboratory
HAD,had
D. Psychology,d. psychology
Biochemistry and Immunology,biochemistry and immunology
Biomedical and Administrative Health Sciences,biomedical and administrative health sciences
Plant and Soil Science,plant and soil science
ENGINEERING: Civil Engineering,engineering: civil engineering
Hispanic Literature,hispanic literature
puter Sciences,puter sciences
Civil / Engineering,civil / engineering
Structural Stability,structural stability
GEOGR,geogr
CTCH,ctch
School of Public Policy,school public policy
MSOM,msom
EDCE,edce
EEP,eep
College Teaching (CTCH),college teaching (ctch)
